,categories/0,categories/1,categories/2,categories/3,categoryName,isLocalGuide,language,publishAt,publishedAtDate,reviewContext/Reservation recommended,reviewContext/Visited on,reviewContext/Wait time,reviewerNumberOfReviews,reviewsCount,stars,state,text,title,categories/4,responseFromOwnerDate,responseFromOwnerText,categories/5,categories/6,categories/7,categories/8,categories/9,sentiment,year_published,review_text_count,cleaned_text
60,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,8 months ago,2025-01-19T03:52:26.710Z,No,Weekend,No wait,123,1072,5,Northern Territory,"An amazing experience, you get to see and feel what it was like during the bombing of Darwin. Also included was an insight into the Royal flying doctors service, past and present. Such and important service provided by the Australian government and public donations,",RFDS Darwin Tourist Facility,None,2025-02-17T01:17:17.000Z,"Hi Chris - Thank you for your 5 stars! We appreciate you taking time to leave a review.
Regards,
RFDS Team",None,None,None,None,None,Positive,2025,44,one favourite place darwin there sweetheart crocodile love cyclone tracy display fabulous great cafe
61,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,3 years ago,2022-01-13T11:15:35.848Z,No,Weekday,No wait,74,1072,5,Northern Territory,"I had no idea this existed until I was driving around with my friend from interstate.
So much attention to detail had gone into the planning of this small museum, and although it's small, don't be fooled! It is packed with so much information and every 20 minutes the air raid siren goes off, to which you go to the middle of the building.... and I am going to leave it there because I won't ruin your experience.
It has lots of information on the Royal Flying Doctors as well as the Darwin bombings.
There was so much I didn't know about the bombings and I can't wait to come back and watch the viewings next time.",RFDS Darwin Tourist Facility,None,2022-01-22T01:14:15.000Z,"Hi Annalise, thank you so much for your great review! The bombing platform is a favourite for many of our visitors. So glad you enjoyed your time here and we look forward to seeing you again!
- RFDS team",None,None,None,None,None,Positive,2022,114,idea existed driving around friend interstate much attention detail gone planning small museum although small dont fooled packed much information every 20 minute air raid siren go go middle building going leave wont ruin experience lot information royal flying doctor well darwin bombing much didnt know bombing cant wait come back watch viewing next time
62,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,3 years ago,2022-04-26T06:13:21.639Z,Not sure,Public holiday,No wait,31,1072,5,Northern Territory,"Absolutely amazing experience! Very interesting history of Royal Flying Doctor Service and also Darwin during WWII including movies and VR experience!
A real RFDS PC12 aircraft (VH-FMP), which was in service for many years, makes the visit a very special as well.",RFDS Darwin Tourist Facility,None,2022-04-28T04:14:57.000Z,"Thank you so much Karen for your great review! The plane is always one of the favourite features we have to offer, especially the young ones. We hope to see you again another time!

Kind Regards
RFDS Team",None,None,None,None,None,Positive,2022,41,surprisingly amazing im museum person rainy weather lot else darwin figured would check beautiful indigenous artwork cafe pretty basic nice option
63,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,4 years ago,2021-06-01T22:09:33.617Z,No,Weekday,No wait,19,1072,5,Northern Territory,"Very exciting place, No 1 on your list, down on the wharf near all the restaurants. A very good display of RFDS includes a movie, 3D head sets, the bombing of Darwin plus. Plenty to keep you occupied for a couple of hours admin.is reasonable.",RFDS Darwin Tourist Facility,None,2021-06-19T03:51:17.000Z,Thank you for your great review. We are happy to hear you enjoyed your time at our facility and Stokes Hills Wharf.,None,None,None,None,None,Positive,2021,45,planned many wedding event museum art gallery northern territory one favourite venue private back space great blank canvas would suit many type wedding style staff friendly helpful
64,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,4 months ago,2025-05-07T06:08:49.005Z,No,Weekday,No wait,43,1072,4,Northern Territory,"Good experience, loved the VR & hologram (but please clean the screen).",RFDS Darwin Tourist Facility,None,2025-07-06T03:40:02.000Z,Thank you for taking the time to leave feedback on your experience at RFDS Darwin Tourist Facility.,None,None,None,None,None,Positive,2025,12,wonderful exhibition one megafauna cyclone tracy particularly good
65,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,5 months ago,2025-04-17T07:39:54.961Z,Yes,Weekend,No wait,46,1072,5,Northern Territory,This place is another must do in Darwin another amazing experience the virtual reality displays put you in the hot seat fantastic,RFDS Darwin Tourist Facility,None,2025-04-19T03:42:09.000Z,"Thank you so much for taking time to leave us a review. We are so happy you came to visit us. We hope to see you again one day,
Your RFDS team in Darwin 
",None,None,None,None,None,Positive,2025,22,beautiful museum fresh vibrant full relative history area state also free definite must staff also helpful approachable
66,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,3 months ago,2025-06-15T14:59:48.205Z,No,Weekday,No wait,11,1072,5,Northern Territory,Small facility but the movies they play are excellent and informative,RFDS Darwin Tourist Facility,None,2025-06-19T04:48:06.000Z,"We appreciate you taking the time to review our exhibit and very glad to hear it worthy of 5 stars!
Team RFDS",None,None,None,None,None,Positive,2025,11,loved indigenous artwork section cyclone tracey also informative sound recording made cyclone real eyeopener highly recommend visiting
67,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,a year ago,2024-06-26T08:36:35.630Z,Yes,Weekend,No wait,151,1072,5,Northern Territory,"Visited on our first day. Probably the best museum anywhere. Incredible use of virtual reality headsets for information on the Darwin bombing and RFDS plane. 2 very informative films on these subjects. Nice gift shop to buy things to support RFDS.
Very helpful staff to explain use of the goggles and offered to store bags.",RFDS Darwin Tourist Facility,None,2024-07-02T04:53:43.000Z,"Thank you for your wonderful review.
Our team is delighted to hear you made great use of the virtual reality and technology we have available. 
Thank you for your support of the RFDS, and we hope to see you back at the Darwin Tourist Facility soon! 

Kind regards, 
The RFDS Team",None,None,None,None,None,Positive,2024,54,one best museum ive australia free admission natsiaa art award showing amazing work recorded memory cyclone 74 engaging large exhibition real boat impressive account travel vietnam touching overall much see great cafe beautiful location water excellent resource way spend half day darwin
68,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,3 years ago,2022-08-08T07:35:18.863Z,Yes,Weekday,No wait,455,1072,5,Northern Territory,"A very interesting place, a lot of interactive things to do and see.Give a donation when there as you never know when you will need to use them.",RFDS Darwin Tourist Facility,None,2022-08-10T23:56:06.000Z,"Thank you Karen for your 5 star review! The RFDS appreciates any donation big or small. We are thrilled to hear you enjoyed your time at our facility!

Kind Regards
RFDS Team",None,None,None,None,None,Positive,2022,28,interesting place lot interactive thing seegive donation never know need use
69,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,a year ago,2024-05-12T10:52:44.537Z,No,Weekday,No wait,95,1072,5,Northern Territory,Definitely worth a visit if you are in Darwin. Lots of things to see. Highly recommend.,RFDS Darwin Tourist Facility,None,2024-05-14T02:47:02.000Z,"Thank you for your five star review! Our staff are pleased you enjoyed your visit to the facility and hope to see you again!

Kind Regards,

The RFDS Team.",None,None,None,None,None,Positive,2024,16,nice interesting display cultural art fauna found nt recommend spending half day allocated 2 hour initially return next day extra 3 hour
70,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,Edited 2 years ago,2022-10-04T13:37:46.718Z,No,Weekend,No wait,233,1072,5,Northern Territory,Excellent and informative site. Perhaps let people know there is a free shuttle around the waterfront  it took me over an hour to walk.,RFDS Darwin Tourist Facility,None,2022-10-03T04:05:44.000Z,"Thanks so much for the 5 Star review, we are very proud of our facility.
Kind Regards the RFDS team.",None,None,None,None,None,Positive,2022,25,youre darwin def come check place lot different painting statue history stuff entry free nearby beautiful beach sure allowed swim tho really enjoyed museum today
71,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,2 years ago,2023-01-11T04:55:21.284Z,No,Weekday,No wait,87,1072,5,Northern Territory,"Very friendly staff, excellent use of technology to help us learn all about the RFDS and the bombing of Darwin. Entry price was a little on the high side but you learn that the RFDS does rely partially on donations to keep operating.",RFDS Darwin Tourist Facility,None,2023-01-14T03:26:53.000Z,"Thanks Caroline for the 5 star review, we are so happy that you enjoyed the experience and learned more about these iconic events. The entry fee goes back to helping keep the RFDS going, all donations are greatly appreciated.
Kind Regards
The RFDS team.",None,None,None,None,None,Positive,2023,43,friendly staff excellent use technology help u learn rfd bombing darwin entry price little high side learn rfd rely partially donation keep operating
73,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,4 years ago,2021-05-23T04:05:14.639Z,No,Weekday,No wait,161,1072,5,Northern Territory,"Absolutely the best experience to date in Darwin. VR experience, holigram are excellent. staff very helpful",RFDS Darwin Tourist Facility,None,2021-06-18T02:36:51.000Z,"Thank you for your wonderful review, our team is very happy to hear that you enjoyed your visit to the RFDS Facility
Kind Regards
Sam",None,None,None,None,None,Positive,2021,16,nice museum artiful arranged exhibit worth spend couple hour enter free charge restaurant facing ocean colorful museum shop
74,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,False,en,10 months ago,2024-11-21T05:08:00.300Z,Yes,Weekday,No wait,3,1072,5,Northern Territory,My husband and I visited the RFDS and the Bombing of Darwin Tourist Facility yesterday morning.  It was recommended to us by a Darwin local who we met at Litmiluk Gorge.  Thank you to the delightful front counter lady on reception for making us feel so welcome.  I’ll wear my RFDS Supporter t-shirt with pride.  See you next time we visit this wonderful city.,RFDS Darwin Tourist Facility,None,2024-11-24T00:13:52.000Z,"Hi Michele
Thanks for your 5 star review and we are so happy to hear how much you enjoyed your visit and Darwin in general.
It's great to know that all proceeds from our beautiful souvenir store go to the RFDS and you truly are supporting us.
Regards
RFDS Team",None,None,None,None,None,Positive,2024,68,husband visited rfd bombing darwin tourist facility yesterday morning recommended u darwin local met litmiluk gorge thank delightful front counter lady reception making u feel welcome ill wear rfd supporter tshirt pride see next time visit wonderful city
75,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,11 months ago,2024-10-02T11:20:44.124Z,No,Weekend,No wait,103,1072,5,Northern Territory,A nice small tourist centre. The virtual reality of the bombing of Darwin was great and the holographic documentary of the RFDS was very informative. Not sure why the bombing of Darwin documentary experience was told from the perspective of a US Navy personnel but it was interesting.,RFDS Darwin Tourist Facility,None,2024-10-08T23:24:19.000Z,"Hi Amy, thank you for your five star review!
The Bombing of Darwin hologram film is told from the perspective of Rear Admiral Etheridge Grant because he was the person that kept the most detailed notes/information about what happened, and his personal experience on the 19th of February 1942.

Kind regards,
The RFDS Team",None,None,None,None,None,Positive,2024,48,nice small tourist centre virtual reality bombing darwin great holographic documentary rfd informative sure bombing darwin documentary experience told perspective u navy personnel interesting
76,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,a month ago,2025-07-22T04:09:42.704Z,No,Weekday,No wait,63,1072,5,Northern Territory,"Great exhibition on the bombing of Darwin, definitely worth a visit.",RFDS Darwin Tourist Facility,None,2025-07-31T00:20:15.000Z,"Thank you for taking the time to leave such a positive review!
Kind regards,
Team RFDS",None,None,None,None,None,Positive,2025,11,museum multiple time friend wanted see well worth visit multiple exhibition different content suit learn history darwin wildlife fauna see beautiful boat region think free everyone there excuse skip youre
77,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,2 years ago,2023-09-07T12:35:41.657Z,No,Weekday,No wait,31,1072,5,Northern Territory,Very informative War Museum and RFDS Museum. Cool VR experiences of the Bombing of Darwin and RFDS Flights. Awesome location as well!,RFDS Darwin Tourist Facility,None,2023-09-07T23:44:09.000Z,"Thanks for taking the time to review our facility, great that you found the experience informative, we agree the technology is a cool way to learn about these iconic events.
Kind Regards
The RFDS team.",None,None,None,None,None,Positive,2023,22,started saturday exploring museum art gallery rich collection give justice various significant aspect development region early geology indigenous people flora fauna maritime industrial agricultural age darwin 20th21st century really enjoyed collection
78,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,Edited 2 years ago,2023-05-11T20:11:53.388Z,No,Weekday,No wait,144,1072,4,Northern Territory,A very interesting place. The VR experiences were awesome.,RFDS Darwin Tourist Facility,None,2022-11-06T00:35:21.000Z,"Thank you Michelle for taking the time to leave us a review! We're glad to hear you enjoyed your time with us. 

Kind Regards,
RFDS Team",None,None,None,None,None,Positive,2023,9,interesting place vr experience awesome
79,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,3 years ago,2022-05-05T04:07:45.363Z,No,Weekday,No wait,390,1072,5,Northern Territory,Absolutely fantastic. Great display. Very informative staff. Very clean.,RFDS Darwin Tourist Facility,None,2022-05-07T03:57:10.000Z,"Thank you so much Linda for your kind review! We are so glad you enjoyed your time at our facility and we hope you come back again!

Kind Regards
RFDS Team",None,None,None,None,None,Positive,2022,9,absolutely fantastic great display informative staff clean
80,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,Edited 3 months ago,2025-05-29T11:13:51.847Z,No,Weekend,No wait,328,1072,4,Northern Territory,"Very interesting, but very small, not a great deal there, but worth a look",RFDS Darwin Tourist Facility,None,2022-08-31T00:03:34.000Z,"Thanks for sharing your experience and your feedback is valuable to us. We are disappointed that you didn't think we had a lot to offer. We believe that the technology used to tell our stories such as the virtual reality of the Bombing of Darwin Harbour and the RFDS plus the two holograms in our cinema sessions, four interactive ghost hosts, Bombing platform, an actual RFDS Plane as well as many historical story boards, combine to create an interactive and informative way to bring history back to life.
Kind Regards
The RFDS Team",None,None,None,None,None,Positive,2025,14,selective sample od darwin history
82,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,7 years ago,2018-06-26T10:34:07.812Z,No,Weekday,No wait,145,1072,5,Northern Territory,"Great attraction with the VR experience of the bombing of Darwin combined with the Royal Flying Doctor hologram outlining the formation of the Royal Flying Doctor Service makes for a great experience, Plenty of Interactive exhibitions very reasonably priced admission would recommend for young and old",RFDS Darwin Tourist Facility,None,2018-06-27T06:43:59.000Z,"Wow! What a wonderful review, our team is very happy to hear that you enjoyed the heroic tales of the birth and growth of the RFDS and relived the drama of the Bombing of Darwin Harbour, we agree that the interactive technology is designed to brings history to life and engage with our guests of all ages.

Kind Regards
Sam",None,None,None,None,None,Positive,2018,46,excellent great learn much well presented informative thank opportunity free enter highly recommend youre darwin
83,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,2 years ago,2023-07-04T11:05:43.179Z,Yes,Weekend,No wait,16,1072,5,Northern Territory,"Great experience covering not only the history of the RFDS, but also the history of the bombing of Darwin in World War II.
The staff were great - really friendly, happy to help and actively trying to show people around the facility. Full of knowledge, definitely a great testament to the attitude and goals of the RFDS!
The facility was amazing, the now decommissioned PC-12 set up at the back for people to walk through and get an understanding of the space and setup. The info movies in the mini cinema are a must for everyone - so many facts and great stories!
The VR experience is also a must do! Experiencing a flight from the front of a PC12 with an obviously very knowledgeable and caring pilot doing the narration.
If you’re in Darwin, take an hour of your day at least to visit this incredible attraction!",RFDS Darwin Tourist Facility,None,2023-07-05T23:46:45.000Z,"Thanks James for the great 5 star review, we are pleased that you enjoyed your time exploring our facility, the staff are very proud to be RFDS team members.
Kind regards
The RFDS team.",None,None,None,None,None,Positive,2023,144,oh never ever seen like museum incredible also staff member great service visitor talked one younger woman kind pretty professional communication thank make feeling warm
84,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,Edited 4 years ago,2021-09-04T07:44:57.810Z,No,Weekday,No wait,141,1072,5,Northern Territory,"Excellent everyone should go, very educational, toilets on site, air conditioning, seats if you need a rest, on site shop with good quality gifts, staff are very helpful,wheel chair friendly,recommend this business.",RFDS Darwin Tourist Facility,None,2021-08-26T23:46:53.000Z,"Amazing feedback, thank you. Our team is delighted to hear you rate the experience and customer service so highly.",None,None,None,None,None,Positive,2021,32,great museum clean cool display free entry provide locker 2 refundable coin required valuable backpack allowed inside amazing section cyclone tracy also see huge crocodile captured darwin
85,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,6 years ago,2018-11-12T06:17:57.574Z,No,Weekday,No wait,44,1072,5,Northern Territory,What a moving educational experience. Learnt much about both the Flying Doctors and bombing of Darwin. The virtual tour of the day of the bombing was a sureal experience not to be missed.,RFDS Darwin Tourist Facility,None,2018-11-28T08:02:58.000Z,"Thank you for visiting the RFDS Darwin Tourist Facility and for sharing your experience, we agree the Virtual Reality experience is immersive and designed to bring history to life.",None,None,None,None,None,Positive,2018,33,really enjoyed effort went creating installation really great
86,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,False,en,4 years ago,2021-04-23T08:10:12.646Z,No,Weekday,No wait,6,1072,5,Northern Territory,"Great all round experience, especially the Bombing of Darwin and RFDS VR. Friendly and helpful staff. Loved getting to go inside a RFDS aeroplane.",RFDS Darwin Tourist Facility,None,2021-05-02T04:28:16.000Z,"Thank you for visiting the RFDS Darwin Tourist Facility, and for your awesome review!
Kind Regards
Sam",None,None,None,None,None,Positive,2021,24,great round experience especially bombing darwin rfd vr friendly helpful staff loved getting go inside rfd aeroplane
87,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,2 years ago,2023-08-11T01:34:56.559Z,Yes,Weekday,No wait,1354,1072,5,Northern Territory,"They have a decommissioned plane you can sit in and a lot of great merchandise; it gives you a great insight into how important and lifesaving this service is! We must have missed the virtual reality part, but I remember the recording going on in the background.
Don't forget they have a WW2 Darwin bombing simulation, too, and a holographic presentation of the captain of the Willy B.
It's definitely well worth visiting. And don't forget it's cheaper to buy your tickets off the Big Red Bus!",RFDS Darwin Tourist Facility,None,2023-08-11T01:49:29.000Z,"Thanks for taking the time to review our facility, we are pleased that you enjoyed your time at our museum and for supporting the RFDS.
Kind regards
The RFDS team.",None,None,None,None,None,Positive,2023,85,decommissioned plane sit lot great merchandise give great insight important lifesaving service must missed virtual reality part remember recording going background dont forget ww2 darwin bombing simulation holographic presentation captain willy b definitely well worth visiting dont forget cheaper buy ticket big red bus
88,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,False,en,2 years ago,2023-04-28T06:10:19.819Z,No,Weekday,No wait,4,1072,5,Northern Territory,"We had the opportunity to visit the RFDS museum today.
It was a spare of the moment idea and I’m extremely glad we made it!
The staff were amazing! - especially Geoff! There was a mini movie cinema, multiple VR experiences, we had the chance to go into a retired RFDS plane… and even the gift shop was great with even RM Williams merchandise!
Defiantly worth the time and money! Highly recommend!",RFDS Darwin Tourist Facility,None,2023-04-29T00:44:08.000Z,"Thanks for your 5 Star review Brittney, we are pleased that you enjoyed your visit.
Kind Regards
The RFDS Team",None,None,None,None,None,Positive,2023,69,moving display photo wreckage cyclone never forgotten
89,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,3 years ago,2022-09-04T04:25:14.169Z,No,Weekday,No wait,136,1072,5,Northern Territory,Great interactive  displays and lots of information and history.,RFDS Darwin Tourist Facility,None,2022-09-05T00:37:12.000Z,"Thank you Kay! We're so pleased that you found your visit informative, interesting and emotional, and were able to spend some time with us to discover the incredible stories of the Bombing of Darwin and the amazing history of the Royal Flying Doctor Service of Australia.
Thank you for visiting the RFDS Darwin Tourist Facility, and for your great review.",None,None,None,None,None,Positive,2022,10,great interactive display lot information history
90,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,3 years ago,2022-06-10T06:46:30.117Z,Not sure,Weekday,No wait,181,1072,5,Northern Territory,"Was a great experience
A must go to
Great to learn history about bombing of Darwin and history on RFDS
Not just pictures here",RFDS Darwin Tourist Facility,None,2022-06-11T00:04:45.000Z,"Thank you Bronwyn for your review! We agree that its an interactive and fun way to learn about the history of both the RFDS and the Bombing of Darwin.

Kind Regards,
RFDS Team",None,None,None,None,None,Positive,2022,21,great experience must go great learn history bombing darwin history rfd picture
91,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,4 years ago,2021-01-14T07:51:36.870Z,No,Weekday,No wait,175,1072,5,Northern Territory,Brilliant interactive display of the bombing of Darwin and  The Royal Flying Doctor service. It's two Museums in one and a must visit when In Darwin,RFDS Darwin Tourist Facility,None,2021-01-31T01:19:49.000Z,"Thank you for your great review. Our team is very happy to hear that you enjoyed the heroic tales of the birth and growth of the RFDS and relived the drama of the Bombing of Darwin Harbour through the wonder of technology and the static displays.
Your feedback is very valuable to us, our team prides themselves on being professional and friendly and we hope to see you again at the RFDS Darwin Tourist Facility.
Kind Regards,
Sam",None,None,None,None,None,Positive,2021,27,love museum especially iconic crocodile called sweetheart well presented information darwin northern territory history landscape native animal
92,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,2 years ago,2023-08-26T04:19:02.490Z,Not sure,Weekday,1 hr+,19,1072,5,Northern Territory,This museum tells 2 stories. The origin of RFDS and the bombing of Darwin in 1942. The stories are told by short movie in a bespoke cinema and there is an interactive platform where you can experience the air raid.  There is also a virtual reality headset section which wS interesting too.  The staff were friendly and helpful.  Great place to spend an hour or two.,RFDS Darwin Tourist Facility,None,2023-08-28T00:05:23.000Z,"Thanks for the 5 star review, we are pleased that you enjoyed the technology used to tell these two iconic stories.
Kind regards
The RFDS team",None,None,None,None,None,Positive,2023,69,great place visit learnt lot darwin sea creature butterfly etc free entry choose donate gift store sell mango ice cream locally handmade butterfly brooch
93,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,4 years ago,2021-08-27T09:51:48.509Z,No,Weekday,No wait,31,1072,5,Northern Territory,Fantastic VR presentation about the Darwin bombing of 1942. Good display and history of the RFDS. Fantastic staff.,RFDS Darwin Tourist Facility,None,2021-09-07T02:17:18.000Z,Thank you for your great review! Our staff are thrilled that you enjoyed your visit and we agree that the Virtual Reality is an amazing viewing perspective of the event.,None,None,None,None,None,Positive,2021,18,spent couple hour wandering museum gallery good mix art nt history exhibition good little cafe sit lunch cold drink overlooking ocean incorporate walk botanical garden museum well worth
94,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,3 years ago,2022-09-14T23:48:23.226Z,Yes,Weekday,No wait,83,1072,5,Northern Territory,"Excellent use of Virtual Reality to bring to life and explain the Darwin Bombing, and to experience an RFDS airlift. Great to be able to climb aboard one of their Pilatus planes, watch some historic film footage and interact with other displays. Very friendly and helpful staff, and a reasonable gift shop. Very entertaining and informative presentation.",RFDS Darwin Tourist Facility,None,2022-09-18T04:22:00.000Z,"Thank you so much for this lovely review. Our team is very happy to hear that you enjoyed the heroic tales of the birth and growth of the Royal Flying Doctor Service of Australia and relived the drama of the Bombing of Darwin Harbour. The interactive technology really brings history to life, doesn't it!

Kind Regards
RFDS Team",None,None,None,None,None,Positive,2022,57,excellent use virtual reality bring life explain darwin bombing experience rfd airlift great able climb aboard one pilatus plane watch historic film footage interact display friendly helpful staff reasonable gift shop entertaining informative presentation
95,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,a year ago,2024-07-24T05:01:18.405Z,Yes,Weekday,No wait,19,1072,5,Northern Territory,"Really fantastic facility, lots of interactive exhibits. Good information about both the RFDS and the bombing of Darwin. Friendly staff and a nice excuse to walk down to the waterfront!",RFDS Darwin Tourist Facility,None,2024-07-25T00:19:21.000Z,"Hi Ben,
Thanks for visiting the facility and leaving your 5-star review! We are glad you enjoyed the interactive technologies and chatting with the RFDS staff. 
Kind regards,
RFDS Darwin",None,None,None,None,None,Positive,2024,30,free entry museum fairly well laid map little confusing building doesnt flow well need double back get area 80 exhibit havent change last 15years new area added area changeover visited gift shop overpriced 14 stubby cooler seems overwhelmed theme much territory would purchased replica butterfly keyring dont pas outdoor monsoon area turtle swim around glass door left main entrance plenty parking overflow across road cold water bubble situated throughout building wheelchair use assist someone around museum
96,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,2 years ago,2023-08-14T23:06:08.931Z,No,Weekday,No wait,361,1072,5,Northern Territory,"This clean, modern, well laid out small museum has hidden gems. For adults and children. It uses holograms, virtual reality goggles and short interactive films and imagery to take you back in time. We learnt about the bombing of Darwin AND the achievements of the Royal Flying Doctors Service. Now I know why the founder John Flynn is on your $20 notes! A very calming place, all ground level, easy access for prams and wheelchairs, exciting and interesting for all ages. And enjoy the stroll on the Darwin harbour pier after it. You can have a drink at the bar, a meal and even fish and chips. Excellent. We used the Hop on hop off bus. So easy to get around. All ages down there and felt very safe and relaxed. A very pretty spot.",RFDS Darwin Tourist Facility,None,2023-08-15T23:45:54.000Z,"Thanks for the 5 star review, great that you enjoyed your time here and took advantage of the wharf facilities, the hop on hop off is a great way to get around Darwin.
Kind regards
The RFDS team.",None,None,None,None,None,Positive,2023,135,clean modern well laid small museum hidden gem adult child us hologram virtual reality goggles short interactive film imagery take back time learnt bombing darwin achievement royal flying doctor service know founder john flynn 20 note calming place ground level easy access pram wheelchair exciting interesting age enjoy stroll darwin harbour pier drink bar meal even fish chip excellent used hop hop bus easy get around age felt safe relaxed pretty spot
97,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,2 years ago,2023-07-02T11:04:32.278Z,No,Weekend,No wait,262,1072,5,Northern Territory,"Awesome setup with a pretty cool VR experience, plenty of merch if you wish to buy some. With some history of the darwin bombings, and how the RFDS works along with some its history.

Special thanks to the reception staff for taking time to introduce us to the facility and giving us a brief tour..",RFDS Darwin Tourist Facility,None,2023-07-05T23:48:02.000Z,"Thanks Troy for taking the time to review our facility and for giving us a 5 star review. 
Kind regards
The RFDS team.",None,None,None,None,None,Positive,2023,54,awesome setup pretty cool vr experience plenty merch wish buy history darwin bombing rfd work along history special thanks reception staff taking time introduce u facility giving u brief tour
98,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,a year ago,2024-06-24T23:29:36.529Z,No,Weekend,Up to 10 min,15,1072,1,Northern Territory,"More about the bombing of Darwin than the Amazing work of the RFDS. Absolutely a disappointment.

Entry fees to just access a gift shop.

Doesn't even try to show the scale of the area that the various RFDS bases actually cover, nor does it show the importance of the service to remote and regional Australians.

Waste of time.
There's more to Darwin than the bombing.",RFDS Darwin Tourist Facility,None,2024-07-19T01:11:39.000Z,"Hi Jack, 
We are disappointed to read this review.
We aim to share equal information of both important Australian stories. There are two virtual experience for the RFDS and one experience for the Bombing of Darwin. Within our theatre, there are two 17 min movie sessions. The RFDS story is portrayed from Rev John Flynn's perspective, from where we started, our present services and our plans for the future. 
The RFDS is here to support healthier and happier Australians, no matter where they live, work or play.
Many thanks,
RFDS Darwin",None,None,None,None,None,Positive,2024,61,must free activity darwin informative unexpected great exhibit different animal cyclone tracy lovely art work come walking darwin coastal track also must jonique life follow journey around australia facebook instagram tik tok youtube highlight wonderful experience magical place add ever growing bucket list
99,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,a year ago,2024-09-05T09:34:08.876Z,No,Weekday,No wait,119,1072,5,Northern Territory,An informative and delightful space. Holographic movies covering the bombing of Darwin and the history of the RFDS was inspirational. A great place to visit 😀,RFDS Darwin Tourist Facility,None,2024-09-06T03:17:49.000Z,"Hi Carol 
Thank you so much for your five-star review! We are very proud of our educational technology. 
Kind regards 
The RFDS team ",None,None,None,None,None,Positive,2024,26,recommended look enjoyable early history darwin cyclone tracey boat refugee display much make 500 quick card donation add way enjoyed like thank im tourist
1,Tourist attraction,History museum,Local history museum,Museum,Tourist attraction,True,en,2 weeks ago,2025-09-01T10:55:35.152Z,No,Weekday,No wait,23,1072,3,Northern Territory,We were slightly disappointed with the experience today. Having been before we were disappointed with the changes to the virtual experience. We'd expected to get the same feel but it wasn't so. Very well done but we feel it was a lot better before. What genius thought that up?,RFDS Darwin Tourist Facility,None,2025-09-08T03:52:45.000Z,"Hi Cherry,
Thank you for sharing your feedback with us. I’m sorry to hear that you were left a little disappointed after your visit, especially since you’ve been before and enjoyed the earlier version of the virtual experience. We do make changes from time to time to keep the content fresh and to highlight new stories, but we completely understand that this can feel different for returning visitors who loved the previous format.
I’ll be sure to pass your comments along to our team, as feedback like yours helps us review and improve. We’re really glad to hear you still found it well presented, and we hope you’ll come back again to see what else we’re working on in the future.
Thanks again for taking the time to let us know your thoughts.

- Emmalee Tranebo, Tourist Facility Manager ",None,None,None,None,None,Negative,2025,49,definately recommend visiting museum art gallery nt lot see entomology display cyclone tracey exhibit amazing aboriginal torres strait islander art would definately set aside time expect look everything display lucky enough visit telstra natsia display artwork varied captivating difficult select favourite vote
